,filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,pop.00027.wav,15.0,0.37957558,0.088083744,0.15002167,0.0026748509,2587.140474515949,874457.9092791443,2956.3028290221305,198766.05060584928,5832.114734000097,4530779.113887001,0.08807580906540248,0.0027466219209825084,5.8598275e-06,0.011570759,-51.87143849293062,1278.931299784419,83.35433467741936,-1.476276e-08,1.0,1.1810208e-08,0.9999998,0.0,0.9999999,0.0,1.0000001,0.0,0.9999999,-8.857656e-09,0.9999999,0.0,0.9999999,0.0,1.0,0.0,1.0000002,1.476276e-08,1.0,-1.1810208e-08,1.0,5.905104e-09,1.0000002,1.1810208e-08,0.9999999,0.0,1.0000002,1.476276e-09,1.0,5.905104e-09,1.0,8.857656e-09,1.0,1.476276e-09,1.0,-1.1810208e-08,1.0,8.857656e-09,0.9999998,pop
1,pop.00033.wav,15.0,0.39346692,0.09352872,0.12474007,0.0031913407,2756.163229842678,695830.8564656677,2616.865244711011,244235.67058449425,5514.033324061533,2942268.8368981695,0.13838389488196595,0.0038225984029244564,-0.00022140217,0.009065579,-54.26190062760203,1247.5029720548027,103.359375,0.0,1.0000001,0.0,1.0,1.1810208e-08,0.9999998,-1.1810208e-08,1.0,0.0,0.9999998,5.905104e-09,1.0,0.0,0.9999999,0.0,1.0,-1.1810208e-08,1.0000002,0.0,0.9999999,-1.1810208e-08,1.0,0.0,0.9999999,0.0,1.0,-5.905104e-09,1.0,0.0,1.0,-8.857656e-09,1.0,5.905104e-09,1.0000001,5.905104e-09,1.0,-1.1810208e-08,1.0,0.0,1.0000001,pop
2,pop.00032.wav,15.0,0.42113924,0.09297717,0.09551332,0.0021056635,4330.352238664711,1974231.0416946684,3457.3271239872615,112476.7440357122,8576.881470104488,2484349.6348644462,0.22843550454721362,0.022150477612650116,-9.139529e-06,0.0038082022,-54.35526142371858,1260.35726537102,95.703125,5.905104e-09,1.0,-1.7715312e-08,1.0,2.952552e-09,0.9999999,2.952552e-09,1.0,1.0333932e-08,1.0,5.905104e-09,1.0,-5.905104e-09,0.9999998,-1.1810208e-08,0.9999998,8.857656e-09,1.0,-2.952552e-09,1.0,2.952552e-09,1.0,-1.1810208e-08,1.0,-1.1810208e-08,1.0,0.0,1.0,5.905104e-09,1.0,0.0,1.0,0.0,1.0,0.0,1.0000001,5.905104e-09,1.0,5.905104e-09,1.0000001,pop
3,pop.00026.wav,15.0,0.31573573,0.0864136,0.19804054,0.0075392714,2483.6169490575426,863506.0962684294,2836.5915002163383,251765.00120954012,5431.9338205059985,4557849.7940006135,0.09837355480843653,0.0027711180639728135,-6.110035e-06,0.024698637,-51.85164901494682,1306.1394865566012,151.99908088235293,0.0,1.0,0.0,1.0000002,1.1810208e-08,1.0,1.1810208e-08,1.0,0.0,1.0,-1.1810208e-08,0.9999998,1.1810208e-08,1.0,0.0,1.0,0.0,1.0,-2.3620416e-08,1.0,0.0,1.0000002,-5.905104e-09,1.0,0.0,0.9999999,0.0,1.0,-1.1810208e-08,0.9999998,0.0,1.0,0.0,1.0000001,-5.905104e-09,1.0000001,-1.1810208e-08,1.0,1.1810208e-08,1.0000001,pop
4,pop.00030.wav,15.0,0.37546125,0.081814885,0.20053077,0.0068865935,2982.3812963778655,596096.1228308876,2924.2717862175496,133121.273286594,6418.544521272736,2450807.1196863395,0.14692276993034056,0.004412280242496948,-1.8006029e-05,0.021377258,-51.83997506985713,1307.6750790438853,95.703125,-1.1810208e-08,1.0,5.905104e-09,1.0000002,-5.905104e-09,1.0000001,-5.905104e-09,1.0,0.0,1.0,0.0,1.0,5.905104e-09,1.0000001,-1.1810208e-08,1.0,-3.5430624e-08,1.0,-1.1810208e-08,0.9999998,2.952552e-09,1.0,-7.38138e-09,1.0,0.0,1.0,-5.905104e-09,0.9999998,5.905104e-09,1.0,-2.3620416e-08,1.0,8.857656e-09,1.0000001,1.476276e-08,1.0000001,2.952552e-09,1.0,0.0,1.0,pop
5,pop.00024.wav,15.0,0.41075236,0.0986273,0.18804573,0.0069528273,3363.3992452240827,953357.7068895703,3247.8693196415675,153918.04535305616,7483.571414534153,2848731.0850660107,0.1437194635255418,0.007686147170700353,2.048535e-05,0.015214001,-51.850262670166664,1293.6393226860532,117.45383522727273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0000002,-1.476276e-08,1.0,5.905104e-09,1.0,0.0,1.0000002,0.0,1.0,5.905104e-09,1.0,-1.1810208e-08,1.0000002,0.0,1.0,8.857656e-09,0.9999999,1.1810208e-08,1.0000001,1.1810208e-08,1.0,2.952552e-09,1.0000002,0.0,1.0000001,5.905104e-09,1.0000001,1.1810208e-08,1.0000001,5.905104e-09,0.9999999,2.952552e-09,0.9999999,pop
6,pop.00018.wav,15.0,0.41121423,0.08915314,0.20813401,0.0035485523,3447.742932230598,952534.6406928358,3374.242302043839,109723.74651763821,7806.569461409153,2005385.0542929866,0.12753891132933437,0.006206572697973872,1.5251597e-05,0.022275038,-51.5300802979026,1323.503500466647,123.046875,-2.952552e-09,1.0,0.0,0.9999999,-1.1810208e-08,1.0000001,0.0,1.0,0.0,1.0000001,1.7715312e-08,1.0,-2.3620416e-08,1.0000001,1.1810208e-08,1.0000001,1.7715312e-08,1.0,0.0,1.0,1.1810208e-08,1.0000001,0.0,1.0,0.0,1.0000001,-5.905104e-09,1.0,0.0,1.0,0.0,1.0000001,-2.952552e-09,1.0000001,1.1810208e-08,1.0000001,2.3620416e-08,1.0,-1.1810208e-08,1.0,pop
7,pop.00019.wav,15.0,0.3669859,0.09183085,0.203381,0.0059490986,3143.7567912262402,1535467.1342495761,2949.371435051691,222957.2278225209,6509.010640903154,4144432.0529434364,0.15887734616873064,0.016524419076664687,-1.1630278e-06,0.019023802,-51.86041566276329,1312.790115772826,92.28515625,0.0,1.0000001,5.905104e-09,0.9999999,8.857656e-09,0.9999999,-5.905104e-09,1.0,-5.905104e-09,1.0,0.0,1.0,-1.1810208e-08,1.0,0.0,1.0,-1.1810208e-08,1.0,5.905104e-09,0.9999999,4.428828e-09,1.0000001,5.905104e-09,1.0,0.0,1.0000001,-1.1810208e-08,1.0,-1.1810208e-08,1.0000001,0.0,1.0,-5.905104e-09,1.0,0.0,1.0,0.0,1.0,-2.3620416e-08,0.9999999,pop
8,pop.00025.wav,15.0,0.337623,0.09511305,0.19411415,0.006424905,2963.447031872599,1756545.6218233632,3182.620168436248,247668.6645144101,6740.275909140383,5534432.945935478,0.11107340242840558,0.010721768829695,-6.8406416e-06,0.022068368,-52.67727682199095,1301.4207301255624,151.99908088235293,-2.952552e-09,1.0,0.0,1.0000001,1.1810208e-08,1.0,1.1810208e-08,1.0,0.0,1.0,0.0,1.0,-1.1810208e-08,0.9999998,-5.905104e-09,0.9999999,1.1810208e-08,0.9999998,1.7715312e-08,1.0,0.0,1.0000002,2.952552e-09,1.0000001,2.3620416e-08,1.0,0.0,1.0000001,-5.905104e-09,1.0,0.0,1.0000001,5.905104e-09,1.0,0.0,1.0,0.0,1.0,1.1810208e-08,1.0000001,pop
9,pop.00031.wav,15.0,0.3848855,0.08188142,0.19546501,0.006550375,3022.9501888370055,589251.3584788779,2941.848832245543,128350.88848757157,6514.310608854973,2362298.95563865,0.15122584292763158,0.0044335089484313145,1.4823125e-05,0.019293124,-51.315527614550845,1301.4213151693036,95.703125,1.1810208e-08,1.0,0.0,1.0,0.0,1.0,2.952552e-09,1.0,-2.952552e-09,1.0,0.0,1.0,-5.905104e-09,0.9999999,1.1810208e-08,1.0,5.905104e-09,1.0,0.0,1.0,1.476276e-08,1.0,8.857656e-09,1.0000001,2.952552e-09,1.0,5.905104e-09,1.0,0.0,1.0000002,-1.1810208e-08,1.0,-8.857656e-09,1.0000001,-1.1810208e-08,0.9999999,0.0,1.0,5.905104e-09,1.0,pop
10,pop.00009.wav,15.0,0.48740795,0.07027242,0.15049794,0.002335643,3198.135160868399,383236.1057573855,3002.052262350785,102089.57833346199,6801.158874322756,1336588.3556172736,0.16869058992840558,0.0029301810178204686,-6.5737645e-06,0.00706504,-52.38876003599344,1285.3602080462194,107.666015625,1.1810208e-08,0.9999999,2.952552e-09,1.0000002,-5.905104e-09,1.0,1.1810208e-08,1.0,2.952552e-09,1.0,0.0,1.0,-2.952552e-09,1.0,-1.1810208e-08,1.0,5.905104e-09,1.0,5.905104e-09,1.0,0.0,1.0,9.595794e-09,1.0,-1.1810208e-08,1.0000001,2.952552e-09,1.0,0.0,0.9999998,0.0,0.9999998,1.7715312e-08,0.9999999,-5.905104e-09,1.0000001,1.1810208e-08,1.0,-2.952552e-09,0.9999999,pop
