,filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,pop.00027.wav,"[ 1.5653234e-06  2.1839789e-06  2.9161242e-06 ... -3.1541751e-06
 -6.5505533e-06 -8.7179242e-06]",0.37761196,0.085683316,0.15790229,0.002739115,2682.2841411936142,805299.060951892,2923.9677291945763,190731.5754696545,5910.58114531975,3939414.4209738863,0.1018672509425754,0.0028268000784801997,-5.627722e-07,0.012225785,-51.77232945610856,1287.2291921634737,83.35433467741936,2.3602148e-08,1.0,5.900537e-09,1.0,-1.1801074e-08,1.0,2.9502685e-09,0.9999999,5.900537e-09,1.0,-5.900537e-09,1.0,2.9502685e-09,0.9999999,0.0,1.0,1.1801074e-08,1.0,5.900537e-09,1.0000002,2.9502685e-09,1.0,1.3276209e-08,1.0,0.0,1.0,0.0,1.0000002,0.0,1.0,-5.900537e-09,1.0,2.9502685e-09,1.0000001,5.900537e-09,1.0,0.0,1.0,0.0,1.0,pop
1,pop.00033.wav,"[-8.9961112e-08  2.9714847e-06  5.6841586e-06 ...  1.0338608e-05
  1.4357794e-05  1.3841555e-05]",0.4230361,0.08534158,0.13989581,0.002499339,2835.1193750729913,437532.66285503434,2731.752386563178,163886.60947120632,5867.664622154148,1927557.7327947274,0.1370099061049884,0.0024319545597932314,-0.0001384246,0.010610813,-53.600252316322546,1273.2223875202396,99.38401442307692,-1.1801074e-08,1.0000001,-5.900537e-09,1.0,0.0,1.0,-1.1801074e-08,1.0000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-5.900537e-09,1.0,0.0,1.0000001,-1.1801074e-08,1.0,0.0,0.9999998,1.1801074e-08,1.0,5.900537e-09,1.0,2.9502685e-09,1.0,2.9502685e-09,1.0000002,-1.1801074e-08,1.0,-1.1801074e-08,1.0,1.4751343e-08,1.0000001,1.1801074e-08,1.0,pop
2,pop.00032.wav,"[ 5.6052693e-07 -4.8717402e-07 -1.4338418e-06 ... -9.0141039e-06
  1.4393778e-06  2.6932973e-06]",0.42676923,0.08914072,0.09786053,0.0021464096,4225.461048803119,1637052.709495692,3404.380733377869,105212.00959673038,8431.448088112675,2221944.3208344704,0.22864062197892498,0.018660875090691247,-1.1210364e-05,0.0038333237,-54.398940606757876,1261.6881797539693,95.703125,1.1801074e-08,0.9999999,5.900537e-09,1.0000001,1.1801074e-08,1.0,2.9502685e-09,0.9999998,0.0,1.0,0.0,1.0000001,-1.4751343e-08,1.0,-8.850805e-09,0.9999998,0.0,1.0,1.1801074e-08,1.0,1.1801074e-08,0.9999998,0.0,1.0000001,0.0,1.0,5.900537e-09,1.0,0.0,1.0,-5.900537e-09,0.9999999,1.1801074e-08,1.0000001,0.0,1.0,5.900537e-09,0.9999998,-5.900537e-09,1.0,pop
3,pop.00026.wav,"[-1.8684231e-07 -6.3249581e-07 -4.2350925e-07 ...  7.5747257e-06
  2.7375859e-06  2.0898658e-06]",0.33496165,0.09055054,0.19562605,0.007855848,2525.591958741718,1009068.4973028606,2848.409561321618,276177.41702281317,5507.104208961717,4972130.482148325,0.10349447747486465,0.0038883941585913686,8.091549e-06,0.022925323,-51.764074722543235,1300.7242336252186,151.99908088235293,2.3602148e-08,1.0,-1.1801074e-08,1.0,0.0,1.0,-1.1801074e-08,0.9999999,0.0,0.9999999,-1.1801074e-08,0.9999998,-1.1801074e-08,1.0,0.0,1.0000001,0.0,1.0000001,5.900537e-09,1.0,-1.1801074e-08,1.0,8.850805e-09,0.9999999,0.0,0.9999999,0.0,1.0000001,-1.1801074e-08,1.0,-5.900537e-09,1.0,-7.3756716e-09,1.0,5.900537e-09,0.9999999,1.1801074e-08,1.0,2.9502685e-09,1.0,pop
4,pop.00030.wav,"[-4.99353382e-06 -6.98236636e-06  1.17779859e-06 ... -9.24661890e-06
 -1.12312991e-05 -1.15814555e-05]",0.3576304,0.08470641,0.20309304,0.0063377786,3070.6727406199198,609003.4853856377,2975.765677307878,125019.75527854124,6632.035045225493,2305458.924383941,0.14867918600154678,0.004605940713558664,-1.1970155e-05,0.022783319,-51.74168933283543,1310.453156531978,95.703125,0.0,0.9999999,2.9502685e-09,0.9999999,5.900537e-09,1.0000001,5.900537e-09,1.0,-2.9502685e-09,1.0000001,8.850805e-09,1.0,-5.900537e-09,1.0,-7.3756716e-09,1.0,5.900537e-09,1.0,2.3602148e-08,1.0,-2.9502685e-09,1.0,-2.9502685e-09,1.0,0.0,1.0,-5.900537e-09,1.0000001,0.0,0.9999999,0.0,1.0,-2.9502685e-09,1.0,-5.900537e-09,1.0,-2.9502685e-09,0.9999998,5.900537e-09,0.9999999,pop
5,pop.00024.wav,"[1.4518340e-06 1.9445440e-06 2.2268837e-06 ... 1.8213666e-06 2.6670011e-06
 3.1195746e-06]",0.41110682,0.09713425,0.20741427,0.008896875,3301.0929851622573,798222.5307328783,3175.46412669437,125804.76137884347,7273.1932460846865,2365769.3816531156,0.14444628226508122,0.006814772245016886,-2.870822e-06,0.019807955,-51.50841947904245,1304.5480966489033,117.45383522727273,0.0,1.0,1.4751343e-08,0.9999998,0.0,0.9999999,1.1801074e-08,1.0,5.900537e-09,1.0,1.1801074e-08,1.0,5.900537e-09,0.9999998,5.900537e-09,1.0000002,1.1801074e-08,1.0,4.4254027e-09,1.0000002,-5.900537e-09,1.0,0.0,1.0,-1.1801074e-08,1.0000001,0.0,1.0,0.0,1.0,-4.4254027e-09,0.9999998,0.0,1.0,0.0,1.0000002,0.0,1.0,-5.900537e-09,0.9999998,pop
6,pop.00018.wav,"[9.0583926e-06 8.8964625e-06 9.2590744e-06 ... 3.3853059e-06 3.8212715e-06
 8.1200287e-06]",0.4100085,0.08659809,0.20743433,0.0037408872,3433.985232759774,838745.4679575317,3405.7666992378154,91906.6438834047,7911.3454584179235,1580019.3003224486,0.12767176322022428,0.005567693050138955,-1.2165088e-05,0.021277297,-51.63502676534354,1321.3113667689229,123.046875,-1.1801074e-08,0.9999998,5.900537e-09,0.9999999,1.1801074e-08,1.0,0.0,1.0,1.1801074e-08,0.9999999,7.3756716e-09,1.0,-2.3602148e-08,1.0000002,0.0,1.0,2.9502685e-09,1.0,-2.9502685e-09,0.9999999,5.900537e-09,1.0,-1.1801074e-08,1.0,0.0,1.0,0.0,1.0,-5.900537e-09,1.0,5.900537e-09,1.0,-1.3276209e-08,1.0,0.0,0.9999999,-5.900537e-09,1.0,-5.900537e-09,0.9999998,pop
7,pop.00019.wav,"[-9.6133836e-06 -3.0628300e-06 -8.3497753e-06 ... -2.3121391e-05
 -3.8813378e-05 -1.6940370e-05]",0.37659606,0.08803176,0.21086526,0.0058019003,3131.3254321239874,1199192.9477384682,2944.985724987451,192136.43050077237,6532.004740066705,3424570.325090028,0.15598678883894046,0.011588475963752006,3.6864515e-07,0.020487199,-51.55988970014831,1319.236296141038,92.28515625,0.0,1.0,-5.900537e-09,1.0000001,-5.900537e-09,1.0,4.4254027e-09,0.9999998,-5.900537e-09,1.0000001,-5.900537e-09,1.0,-5.900537e-09,1.0,5.900537e-09,1.0000001,0.0,1.0,-1.1801074e-08,1.0,-1.032594e-08,0.9999999,0.0,1.0,0.0,1.0000002,0.0,1.0,0.0,1.0000001,-5.900537e-09,1.0,-8.850805e-09,1.0000001,5.900537e-09,1.0000002,-7.3756716e-09,0.9999999,1.1801074e-08,1.0,pop
8,pop.00025.wav,"[-1.3535688e-06 -2.4843107e-06 -2.9244281e-06 ... -9.5580226e-06
 -9.5884707e-06 -9.9926037e-06]",0.3302879,0.093821734,0.18959826,0.006510381,2927.989977321795,1581819.6522578385,3200.8357557441045,293165.73445767484,6759.9852382721865,5731857.552293269,0.10568551213263727,0.0076709876360752105,-7.936754e-06,0.021743078,-52.92898986787915,1293.763334995754,151.99908088235293,1.1801074e-08,1.0000001,0.0,0.9999998,5.900537e-09,0.9999999,4.4254027e-09,1.0,0.0,1.0,1.1801074e-08,0.9999999,-2.9502685e-09,1.0,-5.900537e-09,1.0000001,0.0,0.9999999,0.0,1.0,0.0,1.0,-1.1801074e-08,1.0,0.0,1.0000001,0.0,1.0000001,1.1801074e-08,1.0,-2.9502685e-09,0.9999999,0.0,1.0,0.0,1.0,5.900537e-09,1.0,0.0,0.9999999,pop
9,pop.00031.wav,"[ 3.5389319e-06 -1.7078771e-06  5.7436710e-06 ...  2.0623240e-05
  1.9790061e-05  1.5954949e-05]",0.36610875,0.08526597,0.1983218,0.006053899,3110.898195801066,607493.8035161756,2992.0106379280487,120295.8971127492,6722.864194369925,2209142.650113608,0.15285733275328692,0.004725775148591775,1.893869e-05,0.02090574,-51.24534668580746,1305.183897891932,95.703125,-1.1801074e-08,1.0,2.9502685e-09,1.0,0.0,1.0,0.0,1.0,5.900537e-09,1.0,1.032594e-08,1.0,-5.900537e-09,1.0,-1.4751342e-09,1.0,-5.900537e-09,1.0,0.0,1.0,-2.9502685e-09,1.0000001,-2.9502685e-09,0.9999999,-5.900537e-09,1.0,0.0,1.0,0.0,1.0,-5.900537e-09,1.0,4.4254027e-09,1.0,0.0,1.0000001,2.9502685e-09,1.0,-5.900537e-09,1.0,pop
